timestamps,TP9,AF7,AF8,TP10,Right AUX
1533222561,39.551,42.48,-99.121,10.742,31.738
1533222561,57.129,44.434,-28.809,15.137,24.414
1533222561,69.336,41.992,57.129,17.578,60.059
1533222561,60.547,41.016,-8.789,11.719,30.762
1533222561,44.434,41.504,-118.652,6.836,0
1533222561,38.086,45.41,-96.68,5.371,33.203
1533222561,46.387,44.434,-57.617,5.371,61.523
1533222561,57.129,41.016,33.691,4.395,4.883
1533222561,59.082,44.922,24.902,2.93,55.176
1533222561,50.781,48.34,-108.887,-0.488,44.434
1533222561,45.41,48.828,-57.617,2.441,26.367
1533222561,45.898,45.898,-58.594,1.465,24.414
1533222561,64.941,45.898,20.508,3.906,-43.457
1533222561,72.754,50.293,104.004,8.301,-16.602
1533222561,47.852,48.828,-54.199,5.859,65.43
1533222561,37.109,46.387,-94.238,1.465,68.359
1533222561,44.922,46.387,-28.809,-0.488,96.68
1533222561,65.918,48.34,51.27,3.906,63.477
1533222561,65.918,46.875,53.711,5.371,56.152
1533222561,46.387,48.828,-77.637,-0.488,80.566
1533222561,44.922,48.828,-108.398,-3.906,46.387
1533222561,52.246,44.434,-44.434,-2.441,16.602
1533222561,64.453,43.457,62.988,1.465,51.758
1533222561,68.359,43.457,118.652,6.836,59.082
1533222561,58.105,45.898,-42.969,10.254,-15.625
1533222561,50.781,43.945,-98.633,13.672,10.742
1533222561,50.293,39.551,-53.223,12.695,28.32
1533222561,61.035,40.039,42.48,17.09,35.156
1533222561,67.383,37.598,61.035,24.902,36.621
1533222561,55.664,38.086,-47.852,28.32,6.836
1533222561,39.062,39.062,-83.984,24.414,32.715
1533222561,43.457,40.039,-70.801,20.996,45.41
1533222561,64.453,41.504,-2.93,20.996,4.883
1533222561,72.754,38.574,87.402,19.043,46.387
1533222561,80.078,47.363,3.418,29.785,34.18
1533222561,76.172,53.711,-109.375,42.48,-41.016
1533222561,42.48,41.016,-46.875,17.09,-8.789
1533222561,40.527,35.645,0.977,1.953,20.996
1533222561,61.523,42.969,74.707,13.184,16.602
1533222561,60.547,41.016,39.062,15.137,24.414
1533222561,56.152,33.203,-92.773,20.508,26.855
1533222561,45.898,29.297,-68.359,20.02,7.812
1533222561,47.363,25.879,12.207,18.555,-44.434
1533222561,63.965,29.785,76.172,21.973,-5.371
1533222561,55.664,30.762,-21.973,17.578,61.523
1533222561,36.621,31.738,-92.773,14.16,-0.488
1533222561,32.227,34.668,-36.133,14.16,13.672
1533222561,45.41,33.203,-46.387,13.672,37.598
1533222561,65.43,31.25,44.434,17.578,31.25
1533222561,58.594,34.668,58.594,18.555,38.574
1533222561,43.945,37.598,-86.426,17.09,41.504
1533222561,42.969,39.551,-62.012,13.184,37.109
1533222561,46.875,45.41,-9.766,12.695,27.344
1533222561,55.664,52.246,55.176,18.066,-0.977
1533222561,56.641,52.734,50.293,15.137,4.395
1533222561,43.945,52.734,-71.289,11.23,35.156
1533222561,33.691,56.152,-89.355,11.719,-4.395
1533222561,35.156,53.711,-9.766,6.348,9.766
1533222561,52.246,53.223,90.332,5.859,59.57
1533222561,62.5,56.152,120.605,11.719,23.926
1533222561,48.34,51.27,-24.414,9.766,-28.32
1533222561,38.086,49.805,-38.086,5.859,40.527
1533222561,41.016,45.41,-7.812,7.324,89.844
1533222561,56.641,46.387,61.523,16.602,57.617
1533222561,65.43,50.781,54.688,20.508,-26.367
1533222561,48.828,46.387,-25.391,13.184,-77.148
1533222561,35.156,45.41,-49.316,8.301,-67.383
1533222561,40.527,44.922,-22.461,7.812,-1.953
1533222561,49.805,41.992,48.828,8.789,71.777
1533222561,53.223,41.016,65.43,14.648,27.832
1533222561,40.039,41.504,1.953,14.16,-5.859
1533222561,31.738,46.875,-31.25,14.648,11.23
1533222561,42.969,52.734,-23.926,19.531,51.758
1533222561,50.781,46.387,8.789,11.23,75.195
1533222561,56.152,41.992,93.262,12.695,39.062
1533222561,44.434,42.48,19.043,20.02,-4.883
1533222561,22.461,39.551,-53.711,14.648,-5.371
1533222561,16.602,35.645,-23.926,11.719,26.367
1533222561,34.18,36.621,42.48,16.602,79.59
1533222561,54.688,41.992,66.406,19.531,50.781
1533222561,49.805,42.969,-5.859,19.043,15.625
1533222561,34.18,41.016,-51.27,11.23,56.641
1533222561,28.809,39.062,-12.695,3.418,19.531
1533222561,55.176,53.223,6.836,18.555,27.832
1533222561,78.613,68.359,99.121,34.18,42.969
1533222561,68.848,63.965,100.586,29.785,40.527
1533222561,47.852,61.523,-48.828,20.508,59.082
1533222561,35.156,58.594,-52.246,9.766,21.973
1533222561,55.176,56.641,38.086,15.137,-19.531
1533222561,71.289,55.664,114.746,20.02,-26.367
1533222561,52.246,48.34,46.387,12.695,6.836
1533222561,36.133,50.781,-62.5,18.066,21.484
1533222561,29.297,49.316,-71.289,5.859,40.039
1533222561,33.691,42.969,3.906,-4.395,40.039
1533222561,52.246,42.48,102.051,4.395,41.992
1533222561,46.875,43.945,64.941,4.883,29.785
1533222561,36.621,44.434,-39.551,5.859,68.848
1533222561,27.832,38.574,-45.41,1.465,90.82
1533222561,22.461,35.645,-51.758,-1.465,47.363
1533222561,42.48,37.109,46.387,4.883,20.02
1533222561,51.758,36.621,117.676,8.301,46.387
1533222561,35.645,35.645,-35.156,5.371,34.668
1533222561,29.297,34.18,-66.406,2.93,38.574
1533222561,39.062,43.945,-26.367,12.207,31.25
1533222561,71.289,64.453,68.359,32.715,-17.578
1533222562,106.445,88.379,125.488,56.152,-26.367
1533222562,91.309,97.168,61.523,60.547,-19.043
1533222562,50.781,70.801,-13.672,35.645,27.832
1533222562,39.551,53.711,-44.434,12.695,17.578
1533222562,52.734,52.246,62.012,5.371,-17.09
1533222562,64.941,54.199,113.281,11.719,42.48
1533222562,54.199,50.781,-33.691,10.254,68.848
1533222562,27.832,44.922,-87.402,-1.953,21.973
1533222562,24.414,44.434,-62.5,-3.906,29.297
1533222562,32.715,40.039,0,-6.836,25.879
1533222562,40.039,38.574,103.027,-3.418,16.602
1533222562,38.574,48.34,-22.461,10.254,41.016
1533222562,25.879,57.129,-67.871,10.742,-7.812
1533222562,29.297,59.57,10.742,12.695,5.859
1533222562,45.41,58.594,3.906,20.02,30.273
1533222562,58.105,56.152,98.145,17.578,-2.93
1533222562,45.898,49.316,64.453,10.254,37.598
1533222562,37.598,51.758,-62.988,13.184,94.238
1533222562,52.734,62.012,-35.156,28.809,48.34
1533222562,72.266,72.266,66.895,39.551,17.578
1533222562,73.73,67.383,128.418,32.715,45.41
1533222562,49.316,51.27,18.066,14.648,25.391
1533222562,21.973,41.016,-93.262,-3.906,-59.57
1533222562,20.02,35.156,-63.965,-12.695,-48.828
1533222562,31.738,34.668,-21.973,-15.137,-3.906
1533222562,36.621,31.25,76.66,-15.625,-21.973
1533222562,31.25,28.809,78.613,-9.277,-14.648
1533222562,26.367,34.18,-75.195,-0.977,-20.508
1533222562,37.109,44.434,-65.43,2.93,-48.34
1533222562,44.434,45.898,29.785,-3.418,-41.504
1533222562,49.805,36.133,101.562,-5.371,-58.105
1533222562,52.246,35.645,48.828,-0.488,-17.578
1533222562,31.738,36.621,-38.086,-4.395,75.195
1533222562,17.578,35.645,-51.758,-15.625,58.594
1533222562,31.25,35.156,-15.137,-14.16,14.648
1533222562,40.527,30.762,53.223,-13.184,28.809
1533222562,45.898,35.645,43.945,-6.348,28.809
1533222562,46.875,44.434,-18.555,5.859,12.695
1533222562,26.367,41.992,-21.973,-4.883,38.574
1533222562,17.09,38.086,-53.711,-21.484,59.082
1533222562,26.855,31.738,8.789,-25.391,24.414
1533222562,43.457,36.621,110.352,-7.324,-15.625
1533222562,24.902,40.039,-7.324,-2.93,-5.859
1533222562,-1.465,34.668,-66.895,-9.766,23.926
1533222562,10.742,35.156,-49.316,-8.301,4.883
1533222562,31.25,32.715,54.199,-13.184,28.809
1533222562,38.086,32.715,58.105,-14.16,34.18
1533222562,24.414,30.762,-57.617,-10.254,16.113
1533222562,12.695,29.785,-63.965,-13.184,10.742
1533222562,20.996,28.809,-20.508,-14.16,23.926
1533222562,37.598,31.25,39.551,-8.789,89.355
1533222562,46.875,32.227,80.566,-6.836,56.641
1533222562,35.156,28.32,-9.766,-7.812,41.992
1533222562,20.996,34.18,-58.105,-10.254,106.445
1533222562,22.949,34.18,-51.27,-10.254,114.258
1533222562,37.598,30.273,30.762,-10.254,45.898
1533222562,46.875,32.227,108.398,-10.254,36.133
1533222562,34.18,30.273,8.789,-9.277,57.129
1533222562,12.207,31.738,-84.473,-11.23,59.082
1533222562,6.348,32.715,-66.895,-12.207,50.293
1533222562,24.414,32.715,-16.602,-11.23,31.25
1533222562,45.898,33.691,78.125,-5.859,0
1533222562,41.992,33.691,97.656,-3.418,-6.836
1533222562,25.879,35.645,-47.852,-4.395,11.719
1533222562,22.949,36.621,-56.152,-3.418,27.344
1533222562,35.645,37.598,51.27,-4.883,50.781
1533222562,42.48,31.25,111.328,-10.254,69.824
1533222562,35.156,32.715,34.18,-10.254,76.172
1533222562,22.461,34.18,-55.176,-7.812,85.938
1533222562,36.621,33.691,-51.758,-11.23,92.285
1533222562,46.387,35.156,11.23,-14.16,40.527
1533222562,47.852,31.738,76.172,-11.23,-0.977
1533222562,44.922,31.738,64.941,-10.254,27.832
1533222562,23.438,39.551,-36.133,-7.812,-18.555
1533222562,11.719,41.016,-45.41,-4.883,-40.039
1533222562,18.066,36.621,6.836,-7.812,13.672
1533222562,35.156,35.645,89.355,-4.395,-30.762
1533222562,40.527,36.133,76.66,3.906,-46.387
1533222562,23.438,37.109,-40.527,-1.953,34.668
1533222562,1.465,35.156,-41.992,-9.766,67.871
1533222562,4.395,29.785,-50.781,-10.254,48.34
1533222562,28.32,32.227,22.461,-3.418,60.547
1533222562,41.016,37.598,33.203,1.953,94.238
1533222562,20.02,35.645,-119.629,-5.371,48.828
1533222562,-4.883,29.785,-100.586,-12.207,29.785
1533222562,5.371,31.25,-64.453,-14.648,61.523
1533222562,31.25,38.574,21.484,-19.043,53.711
1533222562,57.129,49.316,71.777,-1.465,-2.93
1533222562,35.156,39.551,-62.5,3.418,0.488
1533222562,-9.766,24.902,-133.789,-26.367,10.742
1533222562,-7.812,22.461,-78.125,-28.32,39.062
1533222562,12.695,22.949,-32.715,-22.949,65.43
1533222562,23.438,20.996,57.129,-20.508,28.809
1533222562,7.812,17.09,31.738,-16.113,32.715
1533222562,-16.602,18.555,-118.652,-21.484,-23.438
1533222562,-11.719,16.113,-100.098,-19.043,-34.668
1533222562,8.301,16.602,-13.184,-13.672,-31.25
1533222562,16.602,17.578,98.633,-5.859,-15.137
1533222562,13.184,18.555,19.043,1.465,30.273
1533222562,5.371,20.02,-105.957,-0.488,-30.273
1533222562,9.277,19.043,-67.871,0.488,-15.625
1533222562,21.973,19.043,31.738,-0.488,7.812
1533222562,30.273,20.02,95.215,-1.953,7.324
1533222562,24.902,22.461,-0.977,6.348,36.133
1533222562,7.324,24.414,-92.773,5.859,20.996
1533222562,-0.977,22.461,-51.27,1.953,14.648
1533222562,16.602,23.926,37.598,5.859,52.246
1533222562,31.25,22.461,63.477,6.348,70.312
1533222562,23.438,22.461,17.09,5.859,25.391
1533222562,7.812,21.973,-57.129,5.859,-32.715
